GFund,FFund,CFund,SFund,IFund,Date
10.94,10.6,13.25,15.74,15.54,2005-07-26
10.94,10.59,13.31,15.78,15.61,2005-07-27
10.95,10.62,13.39,15.93,15.79,2005-07-28
10.95,10.59,13.28,15.88,15.79,2005-07-29
10.95,10.57,13.3,15.94,15.88,2005-08-01
10.95,10.56,13.39,16.04,16.0,2005-08-02
10.95,10.58,13.4,15.98,16.11,2005-08-03
10.95,10.57,13.3,15.81,16.04,2005-08-04
10.96,10.54,13.2,15.63,15.9,2005-08-05
10.96,10.53,13.17,15.52,16.02,2005-08-08
10.96,10.54,13.26,15.56,16.09,2005-08-09
10.96,10.55,13.24,15.58,16.35,2005-08-10
10.96,10.58,13.33,15.7,16.46,2005-08-11
10.97,10.61,13.25,15.64,16.45,2005-08-12
10.97,10.6,13.29,15.69,16.38,2005-08-15
10.97,10.62,13.14,15.51,16.34,2005-08-16
10.97,10.6,13.15,15.48,16.27,2005-08-17
10.97,10.63,13.14,15.43,16.07,2005-08-18
10.97,10.63,13.15,15.46,16.14,2005-08-19
10.98,10.63,13.17,15.52,16.33,2005-08-22
10.98,10.64,13.12,15.5,16.23,2005-08-23
10.98,10.65,13.04,15.49,16.21,2005-08-24
10.98,10.66,13.07,15.52,16.15,2005-08-25
10.98,10.64,12.99,15.38,16.15,2005-08-26
10.99,10.65,13.07,15.49,16.03,2005-08-29
10.99,10.69,13.03,15.47,15.98,2005-08-30
10.99,10.72,13.16,15.72,16.3,2005-08-31
10.99,10.73,13.18,15.77,16.51,2005-09-01
10.99,10.73,13.14,15.67,16.6,2005-09-02
11.0,10.71,13.31,15.86,16.71,2005-09-06
11.0,10.68,13.34,15.93,16.72,2005-09-07
11.0,10.68,13.29,15.87,16.64,2005-09-08
11.0,10.69,13.4,15.97,16.77,2005-09-09
11.01,10.67,13.39,16.0,16.71,2005-09-12
11.01,10.69,13.29,15.88,16.6,2005-09-13
11.01,10.68,13.25,15.78,16.69,2005-09-14
11.01,10.66,13.25,15.77,16.64,2005-09-15
11.01,10.64,13.36,15.83,16.68,2005-09-16
11.01,10.65,13.29,15.76,16.65,2005-09-19
11.02,10.65,13.18,15.64,16.65,2005-09-20
11.02,10.67,13.06,15.44,16.72,2005-09-21
11.02,10.68,13.11,15.45,16.58,2005-09-22
11.02,10.65,13.12,15.53,16.53,2005-09-23
11.02,10.63,13.13,15.62,16.72,2005-09-26
11.02,10.63,13.13,15.6,16.61,2005-09-27
11.03,10.64,13.14,15.58,16.79,2005-09-28
11.03,10.63,13.26,15.76,16.99,2005-09-29
11.03,10.61,13.27,15.85,16.9,2005-09-30
11.03,10.59,13.25,15.94,16.81,2005-10-03
11.03,10.59,13.12,15.77,16.9,2005-10-04
11.03,10.6,12.93,15.42,16.74,2005-10-05
11.04,10.6,12.87,15.27,16.63,2005-10-06
11.04,10.61,12.92,15.36,16.55,2005-10-07
11.04,10.6,12.8,15.13,16.57,2005-10-11
11.04,10.58,12.73,14.92,16.52,2005-10-12
11.05,10.56,12.72,14.89,16.37,2005-10-13
11.05,10.55,12.82,15.1,16.53,2005-10-14
11.05,10.55,12.86,15.16,16.35,2005-10-17
11.05,10.56,12.73,14.97,16.21,2005-10-18
11.05,10.57,12.92,15.19,16.18,2005-10-19
11.05,10.57,12.73,14.98,15.99,2005-10-20
11.06,10.6,12.75,15.13,16.05,2005-10-21
11.06,10.58,12.96,15.42,16.21,2005-10-24
11.06,10.55,12.93,15.37,16.28,2005-10-25
11.06,10.51,12.88,15.29,16.32,2005-10-26
11.06,10.53,12.74,15.0,16.19,2005-10-27
11.07,10.52,12.96,15.23,16.21,2005-10-28
11.07,10.53,13.05,15.48,16.41,2005-10-31
11.07,10.52,13.0,15.46,16.5,2005-11-01
11.07,10.5,13.13,15.71,16.62,2005-11-02
11.07,10.48,13.2,15.78,16.73,2005-11-03
11.07,10.47,13.2,15.76,16.55,2005-11-04
11.08,10.49,13.23,15.81,16.59,2005-11-07
11.08,10.52,13.19,15.73,16.59,2005-11-08
11.08,10.49,13.21,15.78,16.53,2005-11-09
11.08,10.53,13.32,15.87,16.52,2005-11-10
11.09,10.51,13.36,15.91,16.56,2005-11-14
11.09,10.53,13.31,15.79,16.47,2005-11-15
11.09,10.56,13.33,15.79,16.42,2005-11-16
11.09,10.58,13.46,16.03,16.63,2005-11-17
11.09,10.56,13.52,16.1,16.82,2005-11-18
11.1,10.58,13.59,16.24,16.81,2005-11-21
11.1,10.61,13.66,16.34,16.92,2005-11-22
11.1,10.59,13.71,16.38,16.92,2005-11-23
11.1,10.61,13.74,16.4,16.85,2005-11-25
11.11,10.62,13.62,16.15,16.9,2005-11-28
11.11,10.59,13.62,16.18,16.87,2005-11-29
11.11,10.57,13.54,16.21,16.81,2005-11-30
11.11,10.56,13.71,16.47,17.05,2005-12-01
11.11,10.56,13.71,16.49,17.09,2005-12-02
11.12,10.55,13.68,16.41,17.14,2005-12-05
11.12,10.59,13.7,16.42,17.2,2005-12-06
11.12,10.58,13.63,16.35,17.16,2005-12-07
11.12,10.61,13.62,16.4,17.19,2005-12-08
11.12,10.57,13.65,16.46,17.26,2005-12-09
11.13,10.57,13.67,16.49,17.47,2005-12-12
11.13,10.58,13.74,16.5,17.49,2005-12-13
11.13,10.63,13.8,16.54,17.6,2005-12-14
11.13,10.62,13.78,16.45,17.44,2005-12-15
11.13,10.63,13.74,16.4,17.59,2005-12-16
11.14,10.64,13.66,16.21,17.59,2005-12-19
11.14,10.63,13.66,16.24,17.56,2005-12-20
11.14,10.62,13.7,16.35,17.6,2005-12-21
11.14,10.65,13.76,16.45,17.66,2005-12-22
11.14,10.67,13.76,16.49,17.68,2005-12-23
11.15,10.7,13.63,16.3,17.54,2005-12-27
11.15,10.68,13.65,16.38,17.75,2005-12-28
11.15,10.68,13.61,16.35,17.76,2005-12-29
11.16,10.67,13.55,16.27,17.59,2005-12-30
11.16,10.69,13.77,16.51,18.17,2006-01-03
11.16,10.71,13.82,16.64,18.38,2006-01-04
11.16,10.71,13.82,16.67,18.31,2006-01-05
11.16,10.7,13.96,16.85,18.49,2006-01-06
11.17,10.71,14.01,16.99,18.47,2006-01-09
11.17,10.69,14.0,17.07,18.3,2006-01-10
11.17,10.67,14.06,17.08,18.45,2006-01-11
11.17,10.7,13.97,16.98,18.47,2006-01-12
11.17,10.73,13.98,17.0,18.42,2006-01-13
11.18,10.74,13.93,16.93,18.14,2006-01-17
11.18,10.74,13.88,16.9,17.93,2006-01-18
11.18,10.72,13.96,17.09,18.14,2006-01-19
11.18,10.74,13.7,16.83,17.97,2006-01-20
11.19,10.74,13.73,16.9,18.15,2006-01-23
11.19,10.73,13.76,17.08,18.18,2006-01-24
11.19,10.69,13.74,17.0,18.28,2006-01-25
11.19,10.67,13.84,17.18,18.45,2006-01-26
11.19,10.68,13.95,17.27,18.6,2006-01-27
11.2,10.67,13.96,17.29,18.55,2006-01-30
11.2,10.68,13.91,17.36,18.67,2006-01-31
11.2,10.66,13.93,17.35,18.68,2006-02-01
11.2,10.66,13.81,17.19,18.57,2006-02-02
11.2,10.67,13.74,17.12,18.42,2006-02-03
11.21,10.67,13.75,17.2,18.43,2006-02-06
11.21,10.67,13.64,16.96,18.29,2006-02-07
11.21,10.66,13.76,17.01,18.3,2006-02-08
11.21,10.67,13.74,16.95,18.4,2006-02-09
11.21,10.65,13.78,16.94,18.28,2006-02-10
11.22,10.66,13.74,16.79,18.22,2006-02-13
11.22,10.64,13.87,16.93,18.37,2006-02-14
11.22,10.65,13.93,17.02,18.25,2006-02-15
11.22,10.66,14.03,17.19,18.41,2006-02-16
11.22,10.69,14.01,17.18,18.29,2006-02-17
11.23,10.68,13.96,17.14,18.37,2006-02-21
11.23,10.7,14.07,17.26,18.42,2006-02-22
11.23,10.69,14.02,17.24,18.6,2006-02-23
11.23,10.69,14.04,17.31,18.6,2006-02-24
11.24,10.69,14.09,17.38,18.71,2006-02-27
11.24,10.71,13.94,17.19,18.62,2006-02-28
11.24,10.69,14.06,17.4,18.66,2006-03-01
11.24,10.66,14.04,17.39,18.6,2006-03-02
11.24,10.65,14.02,17.36,18.56,2006-03-03
11.25,10.62,13.92,17.22,18.62,2006-03-06
11.25,10.62,13.9,17.02,18.38,2006-03-07
11.25,10.63,13.93,17.01,18.29,2006-03-08
11.25,10.63,13.86,16.95,18.5,2006-03-09
11.25,10.62,13.96,17.07,18.5,2006-03-10
11.26,10.62,14.0,17.12,18.74,2006-03-13
11.26,10.66,14.14,17.3,18.89,2006-03-14
11.26,10.65,14.2,17.42,19.04,2006-03-15
11.26,10.69,14.23,17.43,19.04,2006-03-16
11.26,10.68,14.25,17.48,19.15,2006-03-17
11.27,10.69,14.23,17.47,19.24,2006-03-20
11.27,10.66,14.14,17.31,19.13,2006-03-21
11.27,10.67,14.23,17.44,19.17,2006-03-22
11.27,10.65,14.19,17.49,18.99,2006-03-23
11.27,10.68,14.2,17.6,19.12,2006-03-24
11.28,10.68,14.19,17.6,19.1,2006-03-27
11.28,10.64,14.1,17.56,18.93,2006-03-28
11.28,10.62,14.2,17.81,19.14,2006-03-29
11.28,10.6,14.18,17.79,19.39,2006-03-30
11.28,10.61,14.12,17.85,19.24,2006-03-31
11.29,10.6,14.15,17.76,19.45,2006-04-03
11.29,10.61,14.24,17.82,19.55,2006-04-04
11.29,10.62,14.3,17.92,19.62,2006-04-05
11.29,10.6,14.28,17.91,19.72,2006-04-06
11.29,10.57,14.13,17.73,19.55,2006-04-07
11.3,10.57,14.14,17.67,19.56,2006-04-10
11.3,10.59,14.04,17.49,19.42,2006-04-11
11.3,10.57,14.05,17.55,19.3,2006-04-12
11.3,10.55,14.07,17.6,19.33,2006-04-13
11.31,10.57,14.02,17.58,19.5,2006-04-17
11.31,10.59,14.27,17.93,19.76,2006-04-18
11.31,10.57,14.29,18.1,19.96,2006-04-19
11.31,10.57,14.31,18.05,19.85,2006-04-20
11.32,10.58,14.31,18.02,20.04,2006-04-21
11.32,10.6,14.27,17.94,19.96,2006-04-24
11.32,10.57,14.2,17.88,20.02,2006-04-25
11.32,10.55,14.25,17.86,20.12,2006-04-26
11.33,10.57,14.3,17.84,20.22,2006-04-27
11.33,10.59,14.31,17.91,20.17,2006-04-28
11.33,10.56,14.25,17.86,20.3,2006-05-01
11.33,10.57,14.34,17.94,20.49,2006-05-02
11.33,10.55,14.28,17.94,20.35,2006-05-03
11.34,10.55,14.33,18.06,20.49,2006-05-04
11.34,10.57,14.48,18.24,20.75,2006-05-05
11.34,10.57,14.47,18.27,20.84,2006-05-08
11.34,10.57,14.47,18.26,20.95,2006-05-09
11.35,10.57,14.45,18.2,20.89,2006-05-10
11.35,10.56,14.27,17.9,20.83,2006-05-11
11.35,10.53,14.11,17.59,20.54,2006-05-12
11.35,10.55,14.15,17.48,20.25,2006-05-15
11.36,10.58,14.12,17.47,20.17,2006-05-16
11.36,10.56,13.89,17.19,19.56,2006-05-17
11.36,10.59,13.79,17.04,19.52,2006-05-18
11.36,10.6,13.85,17.11,19.57,2006-05-19
11.37,10.61,13.8,16.94,19.1,2006-05-22
11.37,10.6,13.74,16.87,19.39,2006-05-23
11.37,10.61,13.76,16.82,19.14,2006-05-24
11.37,10.59,13.92,17.09,19.41,2006-05-25
11.37,10.61,14.0,17.22,19.54,2006-05-26
11.38,10.59,13.78,16.91,19.29,2006-05-30
11.38,10.58,13.9,17.13,19.39,2006-05-31
11.38,10.58,14.07,17.42,19.43,2006-06-01
11.38,10.65,14.09,17.47,19.71,2006-06-02
11.39,10.64,13.84,17.07,19.36,2006-06-05
11.39,10.64,13.83,16.95,19.03,2006-06-06
11.39,10.63,13.75,16.84,18.95,2006-06-07
11.39,10.65,13.77,16.79,18.46,2006-06-08
11.39,10.65,13.71,16.75,18.58,2006-06-09
11.4,10.65,13.53,16.37,18.27,2006-06-12
11.4,10.67,13.4,16.1,17.73,2006-06-13
11.4,10.62,13.47,16.17,17.98,2006-06-14
11.4,10.6,13.75,16.69,18.56,2006-06-15
11.41,10.58,13.7,16.59,18.46,2006-06-16
11.41,10.58,13.58,16.36,18.4,2006-06-19
11.41,10.57,13.58,16.29,18.44,2006-06-20
11.41,10.57,13.71,16.58,18.61,2006-06-21
11.41,10.55,13.64,16.51,18.62,2006-06-22
11.42,10.54,13.63,16.62,18.54,2006-06-23
11.42,10.53,13.7,16.74,18.55,2006-06-26
11.42,10.55,13.57,16.54,18.39,2006-06-27
11.42,10.54,13.65,16.59,18.5,2006-06-28
11.43,10.56,13.94,17.08,19.13,2006-06-29
11.43,10.6,13.91,17.21,19.39,2006-06-30
11.43,10.6,14.03,17.34,19.48,2006-07-03
11.44,10.56,13.93,17.13,19.21,2006-07-05
11.44,10.58,13.97,17.15,19.35,2006-07-06
11.44,10.61,13.87,16.96,19.36,2006-07-07
11.44,10.62,13.89,16.94,19.49,2006-07-10
11.45,10.63,13.95,17.02,19.47,2006-07-11
11.45,10.63,13.8,16.81,19.19,2006-07-12
11.45,10.65,13.62,16.51,18.8,2006-07-13
11.45,10.65,13.55,16.38,18.59,2006-07-14
11.46,10.65,13.53,16.28,18.38,2006-07-17
11.46,10.62,13.56,16.32,18.27,2006-07-18
11.46,10.67,13.81,16.72,18.75,2006-07-19
11.46,10.69,13.7,16.37,18.67,2006-07-20
11.46,10.68,13.6,16.11,18.76,2006-07-21
11.47,10.69,13.83,16.47,19.01,2006-07-24
11.47,10.68,13.91,16.63,18.99,2006-07-25
11.47,10.7,13.91,16.61,19.13,2006-07-26
11.47,10.7,13.85,16.43,19.23,2006-07-27
11.47,10.74,14.02,16.69,19.59,2006-07-28
11.48,10.74,14.0,16.73,19.58,2006-07-31
11.48,10.75,13.94,16.57,19.41,2006-08-01
11.48,10.76,14.02,16.69,19.65,2006-08-02
11.48,10.76,14.05,16.79,19.51,2006-08-03
11.49,10.79,14.04,16.74,19.7,2006-08-04
11.49,10.79,14.0,16.65,19.49,2006-08-07
11.49,10.79,13.95,16.5,19.56,2006-08-08
11.49,10.79,13.9,16.38,19.56,2006-08-09
11.5,10.79,13.96,16.47,19.52,2006-08-10
11.5,10.77,13.91,16.34,19.49,2006-08-11
11.5,10.75,13.93,16.36,19.52,2006-08-14
11.5,10.79,14.12,16.66,19.82,2006-08-15
11.5,10.83,14.23,16.89,20.05,2006-08-16
11.51,10.83,14.25,16.91,20.11,2006-08-17
11.51,10.85,14.31,16.95,20.05,2006-08-18
11.51,10.86,14.25,16.84,20.09,2006-08-21
11.51,10.86,14.27,16.87,20.05,2006-08-22
11.52,10.86,14.21,16.71,19.97,2006-08-23
11.52,10.86,14.24,16.71,19.93,2006-08-24
11.52,10.87,14.23,16.71,19.84,2006-08-25
11.52,10.87,14.3,16.84,19.9,2006-08-28
11.53,10.88,14.33,16.96,20.12,2006-08-29
11.53,10.89,14.34,17.03,20.12,2006-08-30
11.53,10.91,14.33,17.09,20.12,2006-08-31
11.53,10.92,14.41,17.15,20.18,2006-09-01
11.54,10.9,14.44,17.24,20.33,2006-09-05
11.54,10.89,14.3,16.95,20.09,2006-09-06
11.54,10.9,14.23,16.85,19.81,2006-09-07
11.54,10.91,14.28,16.87,19.8,2006-09-08
11.55,10.9,14.29,16.82,19.61,2006-09-11
11.55,10.92,14.44,17.11,19.85,2006-09-12
11.55,10.92,14.5,17.24,19.79,2006-09-13
11.55,10.91,14.48,17.17,19.93,2006-09-14
11.55,10.9,14.52,17.19,19.83,2006-09-15
11.56,10.9,14.54,17.2,19.87,2006-09-18
11.56,10.94,14.5,17.12,19.84,2006-09-19
11.56,10.95,14.58,17.24,19.9,2006-09-20
11.56,10.99,14.51,17.12,20.03,2006-09-21
11.56,11.01,14.47,16.99,19.91,2006-09-22
11.57,11.03,14.6,17.13,19.96,2006-09-25
11.57,11.02,14.71,17.23,20.0,2006-09-26
11.57,11.02,14.71,17.31,20.15,2006-09-27
11.57,11.01,14.74,17.32,20.15,2006-09-28
11.57,11.0,14.7,17.24,20.15,2006-09-29
11.58,11.02,14.66,17.12,20.29,2006-10-02
11.58,11.02,14.69,17.08,20.22,2006-10-03
11.58,11.05,14.87,17.35,20.4,2006-10-04
11.58,11.03,14.9,17.56,20.42,2006-10-05
11.58,10.98,14.86,17.48,20.28,2006-10-06
11.59,10.96,14.91,17.64,20.32,2006-10-10
11.59,10.94,14.87,17.57,20.33,2006-10-11
11.59,10.95,15.01,17.83,20.52,2006-10-12
11.59,10.94,15.04,17.93,20.44,2006-10-13
11.6,10.96,15.08,18.08,20.58,2006-10-16
11.6,10.97,15.03,17.96,20.45,2006-10-17
11.6,10.98,15.05,17.94,20.55,2006-10-18
11.6,10.97,15.06,18.01,20.65,2006-10-19
11.6,10.97,15.08,17.9,20.73,2006-10-20
11.61,10.95,15.17,17.96,20.74,2006-10-23
11.61,10.96,15.17,17.98,20.74,2006-10-24
11.61,10.98,15.23,18.08,20.83,2006-10-25
11.61,11.01,15.3,18.27,20.98,2006-10-26
11.62,11.04,15.18,18.08,21.01,2006-10-27
11.62,11.04,15.18,18.13,20.88,2006-10-30
11.62,11.08,15.18,18.1,20.93,2006-10-31
11.62,11.1,15.07,17.86,20.92,2006-11-01
11.62,11.09,15.07,17.82,20.95,2006-11-02
11.63,11.03,15.04,17.88,20.89,2006-11-03
11.63,11.04,15.21,18.1,21.04,2006-11-06
11.63,11.07,15.25,18.13,21.28,2006-11-07
11.63,11.08,15.28,18.25,21.13,2006-11-08
11.63,11.09,15.2,18.14,21.1,2006-11-09
11.64,11.11,15.23,18.24,21.17,2006-11-10
11.64,11.1,15.27,18.29,21.08,2006-11-13
11.64,11.12,15.37,18.49,21.25,2006-11-14
11.64,11.1,15.41,18.63,21.2,2006-11-15
11.65,11.08,15.45,18.62,21.2,2006-11-16
11.65,11.12,15.46,18.6,21.11,2006-11-17
11.65,11.13,15.46,18.66,20.99,2006-11-20
11.65,11.13,15.48,18.72,21.04,2006-11-21
11.65,11.14,15.52,18.78,21.29,2006-11-22
11.66,11.15,15.47,18.78,21.31,2006-11-24
11.66,11.16,15.26,18.4,21.16,2006-11-27
11.66,11.18,15.31,18.44,21.12,2006-11-28
11.66,11.17,15.46,18.67,21.42,2006-11-29
11.67,11.2,15.47,18.74,21.55,2006-11-30
11.67,11.23,15.43,18.7,21.54,2006-12-01
11.67,11.23,15.57,18.94,21.61,2006-12-04
11.67,11.23,15.63,18.99,21.69,2006-12-05
11.67,11.21,15.61,18.99,21.78,2006-12-06
11.68,11.21,15.55,18.91,21.86,2006-12-07
11.68,11.17,15.58,18.91,21.71,2006-12-08
11.68,11.19,15.62,18.91,21.79,2006-12-11
11.68,11.21,15.6,18.83,21.9,2006-12-12
11.69,11.17,15.62,18.84,21.98,2006-12-13
11.69,11.16,15.76,18.96,22.06,2006-12-14
11.69,11.17,15.78,18.94,22.07,2006-12-15
11.69,11.17,15.72,18.75,22.04,2006-12-18
11.69,11.17,15.76,18.76,21.99,2006-12-19
11.7,11.17,15.74,18.78,22.13,2006-12-20
11.7,11.2,15.68,18.69,22.1,2006-12-21
11.7,11.16,15.6,18.63,22.02,2006-12-22
11.7,11.18,15.67,18.74,21.99,2006-12-26
11.71,11.16,15.78,18.92,22.18,2006-12-27
11.71,11.14,15.76,18.88,22.21,2006-12-28
11.71,11.14,15.69,18.76,22.22,2006-12-29
11.72,11.18,15.67,18.76,22.44,2007-01-03
11.72,11.2,15.69,18.81,22.29,2007-01-04
11.72,11.19,15.6,18.58,21.99,2007-01-05
11.72,11.19,15.64,18.63,21.98,2007-01-08
11.73,11.19,15.63,18.68,22.04,2007-01-09
11.73,11.19,15.66,18.75,21.75,2007-01-10
11.73,11.15,15.76,18.95,21.91,2007-01-11
11.73,11.14,15.84,19.08,22.14,2007-01-12
11.74,11.16,15.85,19.06,22.2,2007-01-16
11.74,11.14,15.84,19.03,22.23,2007-01-17
11.74,11.16,15.79,18.85,22.23,2007-01-18
11.74,11.15,15.84,18.98,22.33,2007-01-19
11.75,11.16,15.75,18.87,22.35,2007-01-22
11.75,11.14,15.81,19.01,22.45,2007-01-23
11.75,11.14,15.95,19.19,22.53,2007-01-24
11.75,11.11,15.77,18.99,22.31,2007-01-25
11.75,11.11,15.75,19.04,22.24,2007-01-26
11.76,11.1,15.73,19.13,22.32,2007-01-29
11.76,11.11,15.82,19.24,22.42,2007-01-30
11.76,11.14,15.93,19.35,22.51,2007-01-31
11.76,11.14,16.02,19.51,22.66,2007-02-01
11.76,11.15,16.04,19.56,22.68,2007-02-02
11.77,11.17,16.03,19.54,22.59,2007-02-05
11.77,11.19,16.04,19.61,22.73,2007-02-06
11.77,11.2,16.07,19.72,22.85,2007-02-07
11.77,11.21,16.05,19.72,22.7,2007-02-08
11.77,11.18,15.94,19.55,22.78,2007-02-09
11.78,11.17,15.89,19.46,22.63,2007-02-12
11.78,11.17,16.01,19.62,22.77,2007-02-13
11.78,11.22,16.14,19.71,23.11,2007-02-14
11.78,11.23,16.16,19.74,23.23,2007-02-15
11.78,11.24,16.14,19.8,23.17,2007-02-16
11.79,11.25,16.19,19.95,23.22,2007-02-20
11.79,11.25,16.17,19.98,23.05,2007-02-21
11.79,11.23,16.16,20.0,23.13,2007-02-22
11.8,11.25,16.1,19.95,23.29,2007-02-23
11.8,11.28,16.08,19.89,23.41,2007-02-26
11.8,11.33,15.53,19.24,22.67,2007-02-27
11.8,11.31,15.62,19.3,22.55,2007-02-28
11.8,11.31,15.58,19.25,22.34,2007-03-01
11.81,11.33,15.4,18.94,22.06,2007-03-02
11.81,11.33,15.25,18.59,21.65,2007-03-05
11.81,11.33,15.49,18.95,22.19,2007-03-06
11.81,11.35,15.46,18.93,22.22,2007-03-07
11.82,11.35,15.57,19.07,22.47,2007-03-08
11.82,11.31,15.58,19.14,22.5,2007-03-09
11.82,11.33,15.62,19.22,22.6,2007-03-12
11.82,11.36,15.31,18.82,22.2,2007-03-13
11.82,11.34,15.41,18.9,22.04,2007-03-14
11.83,11.34,15.47,19.05,22.26,2007-03-15
11.83,11.34,15.41,18.95,22.3,2007-03-16
11.83,11.33,15.58,19.17,22.56,2007-03-19
11.83,11.34,15.68,19.32,22.73,2007-03-20
11.83,11.36,15.94,19.61,23.22,2007-03-21
11.84,11.33,15.94,19.64,23.21,2007-03-22
11.84,11.32,15.96,19.67,23.24,2007-03-23
11.84,11.34,15.97,19.66,23.16,2007-03-26
11.84,11.33,15.87,19.54,23.13,2007-03-27
11.85,11.32,15.75,19.45,22.94,2007-03-28
11.85,11.32,15.81,19.47,23.16,2007-03-29
11.85,11.31,15.79,19.51,23.13,2007-03-30
11.85,11.32,15.83,19.58,23.18,2007-04-02
11.85,11.31,15.98,19.75,23.4,2007-04-03
11.86,11.32,16.0,19.76,23.55,2007-04-04
11.86,11.31,16.05,19.82,23.61,2007-04-05
11.86,11.28,16.06,19.84,23.54,2007-04-09
11.87,11.3,16.11,19.9,23.77,2007-04-10
11.87,11.29,16.0,19.77,23.76,2007-04-11
11.87,11.29,16.1,19.9,23.74,2007-04-12
11.87,11.28,16.16,20.0,23.93,2007-04-13
11.88,11.3,16.33,20.2,24.1,2007-04-16
11.88,11.33,16.37,20.17,24.15,2007-04-17
11.88,11.35,16.38,20.12,24.18,2007-04-18
11.88,11.34,16.36,20.02,24.04,2007-04-19
11.88,11.34,16.51,20.19,24.24,2007-04-20
11.89,11.36,16.47,20.2,24.2,2007-04-23
11.89,11.37,16.47,20.17,24.11,2007-04-24
11.89,11.36,16.63,20.31,24.22,2007-04-25
11.89,11.34,16.62,20.35,24.2,2007-04-26
11.89,11.34,16.62,20.28,24.14,2007-04-27
11.9,11.37,16.49,20.0,24.0,2007-04-30
11.9,11.37,16.54,20.03,24.05,2007-05-01
11.9,11.37,16.64,20.29,24.19,2007-05-02
11.9,11.36,16.72,20.33,24.2,2007-05-03
11.9,11.38,16.76,20.4,24.4,2007-05-04
11.91,11.38,16.8,20.4,24.58,2007-05-07
11.91,11.39,16.78,20.37,24.31,2007-05-08
11.91,11.37,16.84,20.49,24.45,2007-05-09
11.91,11.38,16.61,20.19,24.04,2007-05-10
11.91,11.37,16.77,20.41,24.28,2007-05-11
11.92,11.36,16.74,20.29,24.32,2007-05-14
11.92,11.35,16.72,20.15,24.38,2007-05-15
11.92,11.36,16.87,20.26,24.3,2007-05-16
11.92,11.34,16.86,20.22,24.22,2007-05-17
11.92,11.31,16.97,20.36,24.35,2007-05-18
11.93,11.33,16.99,20.56,24.35,2007-05-21
11.93,11.31,16.98,20.67,24.41,2007-05-22
11.93,11.3,16.96,20.61,24.61,2007-05-23
11.93,11.3,16.8,20.31,24.26,2007-05-24
11.94,11.3,16.89,20.44,24.33,2007-05-25
11.94,11.29,16.92,20.6,24.48,2007-05-29
11.94,11.29,17.06,20.79,24.52,2007-05-30
11.94,11.29,17.07,20.88,24.61,2007-05-31
11.95,11.26,17.13,21.01,24.77,2007-06-01
11.95,11.28,17.16,21.08,24.86,2007-06-04
11.95,11.25,17.07,20.95,24.83,2007-06-05
11.95,11.25,16.92,20.72,24.56,2007-06-06
11.96,11.19,16.63,20.32,24.03,2007-06-07
11.96,11.18,16.82,20.53,24.24,2007-06-08
11.96,11.18,16.83,20.53,24.21,2007-06-11
11.96,11.12,16.65,20.32,24.06,2007-06-12
11.97,11.15,16.91,20.55,24.23,2007-06-13
11.97,11.15,16.99,20.68,24.34,2007-06-14
11.97,11.18,17.1,20.87,24.66,2007-06-15
11.97,11.2,17.08,20.84,24.71,2007-06-18
11.98,11.23,17.11,20.87,24.68,2007-06-19
11.98,11.2,16.88,20.61,24.52,2007-06-20
11.98,11.18,16.99,20.7,24.58,2007-06-21
11.98,11.2,16.77,20.56,24.51,2007-06-22
11.99,11.23,16.72,20.4,24.35,2007-06-25
11.99,11.22,16.66,20.31,24.41,2007-06-26
11.99,11.24,16.82,20.56,24.35,2007-06-27
11.99,11.21,16.81,20.6,24.45,2007-06-28
11.99,11.26,16.78,20.56,24.66,2007-06-29
12.0,11.28,16.96,20.82,24.84,2007-07-02
12.0,11.25,17.03,20.88,24.99,2007-07-03
12.0,11.21,17.03,20.95,24.96,2007-07-05
12.0,11.19,17.1,21.05,25.07,2007-07-06
12.01,11.21,17.11,21.09,25.19,2007-07-09
12.01,11.27,16.87,20.78,24.97,2007-07-10
12.01,11.25,16.97,20.86,25.09,2007-07-11
12.01,11.23,17.29,21.15,25.48,2007-07-12
12.02,11.24,17.34,21.21,25.43,2007-07-13
12.02,11.27,17.31,21.08,25.47,2007-07-16
12.02,11.25,17.31,21.08,25.38,2007-07-17
12.02,11.28,17.28,21.03,25.15,2007-07-18
12.03,11.27,17.35,21.14,25.38,2007-07-19
12.03,11.3,17.14,20.89,25.28,2007-07-20
12.03,11.3,17.23,20.87,25.31,2007-07-23
12.03,11.3,16.88,20.38,24.89,2007-07-24
12.04,11.32,16.96,20.36,24.77,2007-07-25
12.04,11.36,16.57,19.89,24.26,2007-07-26
12.04,11.35,16.3,19.61,23.69,2007-07-27
12.04,11.33,16.47,19.79,23.94,2007-07-30
12.05,11.35,16.26,19.62,24.07,2007-07-31
12.05,11.36,16.38,19.62,24.0,2007-08-01
12.05,11.37,16.46,19.78,23.99,2007-08-02
12.05,11.4,16.02,19.21,23.64,2007-08-03
12.06,11.38,16.41,19.41,24.06,2007-08-06
12.06,11.38,16.51,19.58,23.93,2007-08-07
12.06,11.34,16.75,19.95,24.37,2007-08-08
12.06,11.37,16.26,19.56,23.69,2007-08-09
12.06,11.37,16.26,19.57,23.28,2007-08-10
12.07,11.37,16.26,19.53,23.56,2007-08-13
12.07,11.38,15.96,19.15,23.13,2007-08-14
12.07,11.38,15.75,18.81,22.68,2007-08-15
12.07,11.42,15.8,18.91,22.48,2007-08-16
12.07,11.41,16.19,19.36,22.73,2007-08-17
